rome_code,description
D1205,"Réceptionne pièce par pièce des articles en textile, cuir ou peausserie et effectue leur nettoyage et repassage selon les normes d''hygiène et de sécurité et la réglementation environnementale. Enregistre les paiements et remet les articles traités aux clients.
Peut réaliser des opérations de couture, de teinture et l''entretien des machines et équipements.
Peut coordonner une équipe ou diriger une structure."
D1206,"Remet en état, rénove, répare tout article en cuir ou en autres matériaux souples (chaussures, sacs, ...), selon les règles d''hygiène et de sécurité.
Peut fabriquer des articles en cuir sur demande de clients, réaliser des prestations de service (reproduction de clés, plaques d''immatriculation, ...).
Peut diriger une structure."
D1207,"Répare et retouche à la machine ou manuellement des vêtements (changement de doublure, ourlet, remise à taille, rapiéçage...) de matières différentes (tissu lourd, maille, cuir, ...) selon les mesures du client, l''esthétique et le confort attendus.
Peut réaliser des opérations de rénovation et/ou protection des articles (remise à teinte, ...).
Peut confectionner des articles (vêtement, rideaux, ...) et conseiller le client lors de ses achats.
Peut coordonner une équipe et diriger un service ou une structure (retoucherie, ...)."
D1208,"Réalise les soins d''embellissement et d''entretien corporel de personnes et les conseille en matière d''esthétique et de produits de beauté selon les règles d''hygiène.
Peut encadrer une équipe ou diriger une structure."
D1209,"Réalise la vente de végétaux d''intérieur (fleurs coupées, plantes fleuries, compositions florales, plantes vertes, fleurs séchées, ...), d''extérieur (arbustes d''ornement, arbres fruitiers, plantes à massifs, rosiers, bulbes, ...) et de produits ou d''accessoires de jardinerie (pots, engrais, terreau, produits phytosanitaires, ...) auprès d''une clientèle de particuliers selon la réglementation du commerce, les règles d''hygiène et de sécurité, et la stratégie commerciale de l''entreprise.
Peut réaliser des décorations à l''occasion d''évènements publics ou privés (salon, mariage, enterrement, ...).
Peut coordonner une équipe."
D1210,"Réalise la vente d''animaux vivants domestiques ou non domestiques et d''articles destinés à leur entretien et leur bien-être (aliments, cages, jouets, ...) selon la réglementation du commerce, les règles d''hygiène et de sécurité et la stratégie commerciale de l''entreprise.
Peut coordonner une équipe."
D1211,"Réalise la vente d''articles et d''accessoires destinés à des activités sportives, culturelles ou de loisirs auprès d''une clientèle de particuliers selon la réglementation du commerce, la stratégie et les objectifs commerciaux de l''entreprise.
Peut proposer des services complémentaires (réglages de cycles, maintenance d''instruments de musique, préparation d''armes à feu, ...).
Peut coordonner une équipe."
D1212,"Réalise la vente de produits destinés à l''aménagement, la décoration et l''équipement du foyer auprès d''une clientèle de particuliers selon la réglementation du commerce, la stratégie et les objectifs commerciaux de l''entreprise.
Peut effectuer des opérations de service après-vente.
Peut coordonner une équipe."
D1213,"Réalise des opérations de vente en gros de matériels et équipements (meubles, textile, bureautique, ...) auprès de professionnels (détaillants, collectivités, ...) selon la réglementation commerciale et la stratégie commerciale de l''entreprise.
Peut préparer les commandes des clients."
D1214,"Réalise la vente d''articles destinés à l''équipement et à l''hygiène de la personne (vêtements, chaussures, bijoux, sacs à main, parfums, ...) auprès d''une clientèle de particuliers selon la réglementation du commerce, la stratégie et les objectifs commerciaux de l''entreprise.
Peut proposer des services complémentaires à la vente (retouches, cartes de fidélité, ...).
Peut coordonner une équipe."
D1301,"Effectue la gestion commerciale et administrative d''une petite ou moyenne surface de vente et en développe la rentabilité commerciale.
Dirige la structure."
D1401,"Réalise le traitement commercial et administratif des commandes des clients dans un objectif de qualité (service, coût, délai, ...).
Communique à la clientèle des informations techniques sur les produits/services de l''entreprise.
Peut prospecter la clientèle et vendre des produits/services."
D1402,"Prospecte une clientèle d''entreprises utilisatrices ou de revendeurs afin de présenter et de vendre des produits ou des services selon les objectifs commerciaux de la structure.
Réalise le suivi commercial de la clientèle (opérations de fidélisation, enquêtes de satisfaction, ...).
Peut coordonner l''activité d''une équipe de vente."
D1403,"Prospecte une clientèle de particuliers, présente et vend des produits ou des services selon les méthodes et la stratégie commerciale de l''entreprise.
Peut animer des réunions de vente au domicile de personnes.
Peut réaliser une étude technique lors de la vente d''équipements particuliers (cuisine, piscine, véranda, store, ...).
Peut coordonner une équipe."
D1404,"Présente des équipements (voitures, motocycles, camping car, bateaux, ...) à la clientèle, la conseille dans son choix, lui propose des services annexes (financement, extension de garanties, contrat d''entretien,...) et conclut la vente.
Peut prospecter une clientèle (particuliers, grands comptes, ...).
Peut réaliser l''achat de véhicules/bateaux.
Peut coordonner une équipe de vente."
D1405,"Informe les professionnels de santé (médecins, pharmaciens, vétérinaires, ...) sur des produits médicaux ou pharmaceutiques afin de les promouvoir selon la réglementation.
Peut effectuer la vente de produits.
Peut coordonner une équipe."
D1406,"Organise et suit l''activité de la force de vente selon la politique commerciale de l''entreprise.
Négocie et suit les contrats grands comptes.
Coordonne une ou plusieurs équipes de commerciaux."
D1407,"Prospecte une clientèle de professionnels, propose des solutions techniques selon les besoins, impératifs du client et négocie les conditions commerciales de la vente.
Peut coordonner une équipe commerciale et animer un réseau de commerciaux."
D1408,"Prospecte, conseille une clientèle (particuliers, entreprises, ...) et vend des produits ou des services (voyages, téléphonie, équipement, habillement, ...) par téléphone selon les objectifs commerciaux de l''entreprise.
Peut coordonner une équipe."
D1501,"Effectue la promotion et la vente de vêtements, de petit électroménager, de produits alimentaires, ... lors de campagnes d''animation selon les objectifs commerciaux (salon, semaine promotionnelle, lancement de produit, ...) d''une marque, d''un client."
D1502,"Supervise les flux de ventes, met en place les opérations commerciales et coordonne les activités d''une équipe de vendeurs et d''employés de libre-service d''un ou plusieurs rayon(s) de produits alimentaires frais (fruits et légumes, viande, poisson, produits laitiers, ...) ou hors frais (épicerie, conserves, liquides, ...) selon la réglementation du commerce, les règles d''hygiène et de sécurité alimentaires et la stratégie commerciale de l''enseigne.
Peut conseiller la clientèle sur les produits en rayon.
Peut effectuer la préparation (coupe, dressage de plats,...) de produits frais."
D1503,"Supervise les flux de ventes, met en place les opérations commerciales et coordonne les activités d''une équipe de vendeurs et d''employés de libre-service d''un ou plusieurs rayon(s) de produits non alimentaires (bricolage, produits culturels, électroménager, informatique, équipement de la personne, ...) selon la réglementation du commerce et la stratégie commerciale de l''enseigne.
Peut conseiller la clientèle sur les produits en rayon."
D1504,"Organise et supervise l''activité d''une surface de vente de la grande distribution dans ses dimensions techniques, humaines et financières, afin de développer la rentabilité selon la politique commerciale de l''entreprise ou de l''enseigne/marque.
Peut superviser la gestion commerciale de plusieurs magasins."
D1505,"Réalise l''enregistrement des ventes et l''encaissement de produits, d''articles (vêtements, alimentation, carburant, ...) ou de services (péages d''autoroute, parking, ...).
Peut effectuer le réassort des produits en magasin."
